doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
c5fac00e-501b-562f-aab5-9f613d29eb20+7,event-8,anchor,ss-24,The presidential office did not comment on the PSDB &apos;s allegations .,دفتر ریاست جمهوری در مورد اتهامات DPDB اظهار نظر نکرد .,comment,نظر,اظهار نظر,اظهار نظر نکرد,"['اظهار', 'نظر', 'نکرد']",7,9,39,53,"[5, 5]"
c8e9484f-1b54-58ed-9139-74db41d1bd6b+1,event-11,anchor,ss-25,Egypt braced for further unrest on Friday with supporters of deposed president Mohammed Mursi calling for mass protests against the army takeover .,مصر برای ناآرامی های بیشتری در روز جمعه با حامیان محمد مورسی رئیس جمهور سرنگون شده آماده می شد و خواستار اعتراضات گسترده علیه سلطه ارتش شد .,unrest,ناآرامی,ناآرامی‌های,ناآرامی های,"['ناآرامی', 'های']",2,3,9,20,"[4, 4]"
c8e9484f-1b54-58ed-9139-74db41d1bd6b+1,event-12,patient,ss-8,Egypt braced for further unrest on Friday with supporters of deposed president Mohammed Mursi calling for mass protests against the army takeover .,مصر برای ناآرامی های بیشتری در روز جمعه با حامیان محمد مورسی رئیس جمهور سرنگون شده آماده می شد و خواستار اعتراضات گسترده علیه سلطه ارتش شد .,deposed president Mohammed Mursi,سرنگون شده,محمد مورسی رئیس‌جمهور سرنگون,محمد مورسی رئیس جمهور سرنگون شده,"['محمد', 'مورسی', 'رئیس', 'جمهور', 'سرنگون', 'شده']",10,15,50,82,"[10, 13]"
c8e9484f-1b54-58ed-9139-74db41d1bd6b+1,event-22,patient,ss-8,Egypt braced for further unrest on Friday with supporters of deposed president Mohammed Mursi calling for mass protests against the army takeover .,مصر برای ناآرامی های بیشتری در روز جمعه با حامیان محمد مورسی رئیس جمهور سرنگون شده آماده می شد و خواستار اعتراضات گسترده علیه سلطه ارتش شد .,deposed president Mohammed Mursi,سرنگون شده,محمد مورسی رئیس‌جمهور سرنگون,محمد مورسی رئیس جمهور سرنگون شده,"['محمد', 'مورسی', 'رئیس', 'جمهور', 'سرنگون', 'شده']",10,15,50,82,"[10, 13]"
c8e9484f-1b54-58ed-9139-74db41d1bd6b+1,event-2,anchor,ss-16,Egypt braced for further unrest on Friday with supporters of deposed president Mohammed Mursi calling for mass protests against the army takeover .,مصر برای ناآرامی های بیشتری در روز جمعه با حامیان محمد مورسی رئیس جمهور سرنگون شده آماده می شد و خواستار اعتراضات گسترده علیه سلطه ارتش شد .,calling for,برای ناآرامی های,خواستار,خواستار,['خواستار'],20,20,97,104,"[14, 15]"
c8e9484f-1b54-58ed-9139-74db41d1bd6b+7,event-5,agent,ss-1,Brotherhood supporters say the real figure is far higher .,طرفداران انجمن اخوت می گویند که رقم واقعی بسیار بیشتر است .,Brotherhood supporters,طرفداران,طرفداران انجمن اخوت,طرفداران انجمن اخوت,"['طرفداران', 'انجمن', 'اخوت']",0,2,0,19,"[0, 1]"
c8e9484f-1b54-58ed-9139-74db41d1bd6b+7,event-5,anchor,ss-19,Brotherhood supporters say the real figure is far higher .,طرفداران انجمن اخوت می گویند که رقم واقعی بسیار بیشتر است .,say,گویند,می‌گویند,می گویند,"['می', 'گویند']",3,4,20,28,"[2, 2]"
d1543b86-f4f6-56d4-a5af-e22732906daf+10,event-25,agent,ss-15,"Barro said the main opposition and civil society movement against Wade , the June 23 Movement ( M23 ) was also planning further activities in coming days .",بارو گفت که اصلی ترین مخالفین و جنبش جامعه مدنی علیه وید جنبش ۲۳ ژوئن ( M23 ) نیز در روزهای آتی برنامه ریزی کرده اند .,the June 23 Movement,جنبش,جنبش ۲۳ ژوئن,جنبش ۲۳ ژوئن,"['جنبش', '۲۳', 'ژوئن']",12,14,57,69,"[12, 15]"
d1543b86-f4f6-56d4-a5af-e22732906daf+10,event-25,anchor,ss-40,"Barro said the main opposition and civil society movement against Wade , the June 23 Movement ( M23 ) was also planning further activities in coming days .",بارو گفت که اصلی ترین مخالفین و جنبش جامعه مدنی علیه وید جنبش ۲۳ ژوئن ( M23 ) نیز در روزهای آتی برنامه ریزی کرده اند .,planning,برنامه,برنامه‌ریزی,برنامه ریزی,"['برنامه', 'ریزی']",22,23,96,107,"[21, 21]"
d1543b86-f4f6-56d4-a5af-e22732906daf+10,event-13,anchor,ss-28,"Barro said the main opposition and civil society movement against Wade , the June 23 Movement ( M23 ) was also planning further activities in coming days .",بارو گفت که اصلی ترین مخالفین و جنبش جامعه مدنی علیه وید جنبش ۲۳ ژوئن ( M23 ) نیز در روزهای آتی برنامه ریزی کرده اند .,activities,برنامه,,,[],0,0,0,0,"[23, 23]"
dc12c567-099f-5a6d-96e6-7c5563458455+8,event-14,agent,ss-9,"On Wednesday , Egypt launched a brutal crackdown on thousands of peaceful protesters in Cairo demanding the reinstatement of Mursi .",در روز چهارشنبه ، مصر فشار بی رحمانه ای را بر روی هزاران معترض صلح آمیز در قاهره آغاز کرد و خواستار بازگشت مرسی شد .,thousands of peaceful protesters,هزاران معترض,هزاران معترض صلح‌آمیز,هزاران معترض صلح آمیز,"['هزاران', 'معترض', 'صلح', 'آمیز']",12,15,50,71,"[9, 12]"
dc12c567-099f-5a6d-96e6-7c5563458455+8,event-19,patient,ss-9,"On Wednesday , Egypt launched a brutal crackdown on thousands of peaceful protesters in Cairo demanding the reinstatement of Mursi .",در روز چهارشنبه ، مصر فشار بی رحمانه ای را بر روی هزاران معترض صلح آمیز در قاهره آغاز کرد و خواستار بازگشت مرسی شد .,thousands of peaceful protesters,هزاران معترض,هزاران معترض صلح‌آمیز,هزاران معترض صلح آمیز,"['هزاران', 'معترض', 'صلح', 'آمیز']",12,15,50,71,"[9, 12]"
e210e326-1f09-59f8-bc8c-0a69c8cd5055+5,event-10,agent,ss-7,"Tusk ’ s appearance comes at a time when Warsaw has been increasingly at odds with Brussels because of the PiS government ’ s controversial interference in the courts , large-scale logging in a primeval forest and a refusal to accept migrants .",حضور تاسک در زمانی اتفاق می افتد که ورشو به طور فزاینده ای با بروکسل به دلیل دخالت بحث برانگیز دولت پی اس در دادگاه ها ، قطع درختان در جنگل های اصلی و امتناع از پذیرش مهاجران در تضاد بوده است .,the PiS government,دولت,دولت پی‌اس,دولت پی اس,"['دولت', 'پی', 'اس']",20,22,95,105,"[19, 21]"
e210e326-1f09-59f8-bc8c-0a69c8cd5055+5,event-6,agent,ss-7,"Tusk ’ s appearance comes at a time when Warsaw has been increasingly at odds with Brussels because of the PiS government ’ s controversial interference in the courts , large-scale logging in a primeval forest and a refusal to accept migrants .",حضور تاسک در زمانی اتفاق می افتد که ورشو به طور فزاینده ای با بروکسل به دلیل دخالت بحث برانگیز دولت پی اس در دادگاه ها ، قطع درختان در جنگل های اصلی و امتناع از پذیرش مهاجران در تضاد بوده است .,the PiS government,دولت,دولت پی‌اس,دولت پی اس,"['دولت', 'پی', 'اس']",20,22,95,105,"[19, 21]"
e210e326-1f09-59f8-bc8c-0a69c8cd5055+5,event-7,agent,ss-7,"Tusk ’ s appearance comes at a time when Warsaw has been increasingly at odds with Brussels because of the PiS government ’ s controversial interference in the courts , large-scale logging in a primeval forest and a refusal to accept migrants .",حضور تاسک در زمانی اتفاق می افتد که ورشو به طور فزاینده ای با بروکسل به دلیل دخالت بحث برانگیز دولت پی اس در دادگاه ها ، قطع درختان در جنگل های اصلی و امتناع از پذیرش مهاجران در تضاد بوده است .,the PiS government,دولت,دولت پی‌اس,دولت پی اس,"['دولت', 'پی', 'اس']",20,22,95,105,"[19, 21]"
e210e326-1f09-59f8-bc8c-0a69c8cd5055+5,event-10,patient,ss-8,"Tusk ’ s appearance comes at a time when Warsaw has been increasingly at odds with Brussels because of the PiS government ’ s controversial interference in the courts , large-scale logging in a primeval forest and a refusal to accept migrants .",حضور تاسک در زمانی اتفاق می افتد که ورشو به طور فزاینده ای با بروکسل به دلیل دخالت بحث برانگیز دولت پی اس در دادگاه ها ، قطع درختان در جنگل های اصلی و امتناع از پذیرش مهاجران در تضاد بوده است .,the courts,های اصلی و,دادگاه‌ها,دادگاه ها,"['دادگاه', 'ها']",24,25,109,118,"[27, 28]"
e210e326-1f09-59f8-bc8c-0a69c8cd5055+5,event-7,anchor,ss-20,"Tusk ’ s appearance comes at a time when Warsaw has been increasingly at odds with Brussels because of the PiS government ’ s controversial interference in the courts , large-scale logging in a primeval forest and a refusal to accept migrants .",حضور تاسک در زمانی اتفاق می افتد که ورشو به طور فزاینده ای با بروکسل به دلیل دخالت بحث برانگیز دولت پی اس در دادگاه ها ، قطع درختان در جنگل های اصلی و امتناع از پذیرش مهاجران در تضاد بوده است .,logging,درختان,قطع درختان,قطع درختان,"['قطع', 'درختان']",27,28,121,131,"[31, 31]"
e210e326-1f09-59f8-bc8c-0a69c8cd5055+5,event-7,patient,ss-10,"Tusk ’ s appearance comes at a time when Warsaw has been increasingly at odds with Brussels because of the PiS government ’ s controversial interference in the courts , large-scale logging in a primeval forest and a refusal to accept migrants .",حضور تاسک در زمانی اتفاق می افتد که ورشو به طور فزاینده ای با بروکسل به دلیل دخالت بحث برانگیز دولت پی اس در دادگاه ها ، قطع درختان در جنگل های اصلی و امتناع از پذیرش مهاجران در تضاد بوده است .,a primeval forest,در جنگل,جنگل‌های اصلی,جنگل های اصلی,"['جنگل', 'های', 'اصلی']",30,32,135,148,"[33, 35]"
e55cd57b-c5b7-59da-896b-fefa95f5857a+1,event-22,agent,ss-12,Critics of ousted South Korean president Park Geun-hye have called for her arrest on Saturday ( 11 March ) a day after she was permanently removed from the presidential office for her role in a corruption scandal .,منتقدان رئیس جمهور سابق کره جنوبی ، پارک گیون هی ، روز شنبه ( یازده مارس ) ، یک روز پس از این که او به طور دائم به خاطر نقشش در یک افتضاح فساد از دفتر ریاست جمهوری برکنار شد ، خواستار دستگیری او شدند .,ousted South Korean president Park Geun-hye,سابق کره جنوبی ،,رئیس‌جمهور سابق کره جنوبی ، پارک گیون هی,رئیس جمهور سابق کره جنوبی ، پارک گیون هی ،,"['رئیس', 'جمهور', 'سابق', 'کره', 'جنوبی', '،', 'پارک', 'گیون', 'هی', '،']",1,10,8,50,"[2, 7]"
e55cd57b-c5b7-59da-896b-fefa95f5857a+1,event-3,patient,ss-12,Critics of ousted South Korean president Park Geun-hye have called for her arrest on Saturday ( 11 March ) a day after she was permanently removed from the presidential office for her role in a corruption scandal .,منتقدان رئیس جمهور سابق کره جنوبی ، پارک گیون هی ، روز شنبه ( یازده مارس ) ، یک روز پس از این که او به طور دائم به خاطر نقشش در یک افتضاح فساد از دفتر ریاست جمهوری برکنار شد ، خواستار دستگیری او شدند .,ousted South Korean president Park Geun-hye,سابق کره جنوبی ،,رئیس‌جمهور سابق کره جنوبی ، پارک گیون هی,رئیس جمهور سابق کره جنوبی ، پارک گیون هی ،,"['رئیس', 'جمهور', 'سابق', 'کره', 'جنوبی', '،', 'پارک', 'گیون', 'هی', '،']",1,10,8,50,"[2, 7]"
e55cd57b-c5b7-59da-896b-fefa95f5857a+1,event-36,patient,ss-12,Critics of ousted South Korean president Park Geun-hye have called for her arrest on Saturday ( 11 March ) a day after she was permanently removed from the presidential office for her role in a corruption scandal .,منتقدان رئیس جمهور سابق کره جنوبی ، پارک گیون هی ، روز شنبه ( یازده مارس ) ، یک روز پس از این که او به طور دائم به خاطر نقشش در یک افتضاح فساد از دفتر ریاست جمهوری برکنار شد ، خواستار دستگیری او شدند .,ousted South Korean president Park Geun-hye,سابق کره جنوبی ،,رئیس‌جمهور سابق کره جنوبی ، پارک گیون هی,رئیس جمهور سابق کره جنوبی ، پارک گیون هی ،,"['رئیس', 'جمهور', 'سابق', 'کره', 'جنوبی', '،', 'پارک', 'گیون', 'هی', '،']",1,10,8,50,"[2, 7]"
e55cd57b-c5b7-59da-896b-fefa95f5857a+15,event-27,agent,ss-11,The ruling followed months of political paralysis and turmoil over the corruption scandal that also found the head of the Samsung Company in trouble .,این حکم به دنبال ماه ها فلج سیاسی و آشفتگی بر سر رسوایی های فساد مالی بود که رئیس شرکت سامسونگ را نیز به دردسر انداخت .,the head of the Samsung Company,رئیس شرکت,رئیس شرکت سامسونگ,رئیس شرکت سامسونگ,"['رئیس', 'شرکت', 'سامسونگ']",18,20,77,94,"[16, 21]"
e55cd57b-c5b7-59da-896b-fefa95f5857a+15,event-28,patient,ss-11,The ruling followed months of political paralysis and turmoil over the corruption scandal that also found the head of the Samsung Company in trouble .,این حکم به دنبال ماه ها فلج سیاسی و آشفتگی بر سر رسوایی های فساد مالی بود که رئیس شرکت سامسونگ را نیز به دردسر انداخت .,the head of the Samsung Company,رئیس شرکت,رئیس شرکت سامسونگ,رئیس شرکت سامسونگ,"['رئیس', 'شرکت', 'سامسونگ']",18,20,77,94,"[16, 21]"
e55cd57b-c5b7-59da-896b-fefa95f5857a+15,event-28,anchor,ss-46,The ruling followed months of political paralysis and turmoil over the corruption scandal that also found the head of the Samsung Company in trouble .,این حکم به دنبال ماه ها فلج سیاسی و آشفتگی بر سر رسوایی های فساد مالی بود که رئیس شرکت سامسونگ را نیز به دردسر انداخت .,in trouble,را نیز به دردسر,به دردسر,به دردسر,"['به', 'دردسر']",23,24,102,110,"[22, 23]"
e5a497bd-7a34-5e7c-910d-8fab2c0cd3bb+9,event-25,anchor,ss-41,"Andimuthu Raja , a former telecommunication minister , is accused of being part of a scheme involving the underselling of cell phone licenses at the height of India &apos;s lucrative telecom boom .",آندومیتو راجا ، وزیر سابق ارتباطات از راه دور ، به عنوان بخشی از یک طرح شامل فروش پایین مجوزهای تلفن همراه در اوج شکوفایی شرکت های مخابراتی پر سود هند شناخته می شود .,accused,می,شناخته,شناخته می شود,"['شناخته', 'می', 'شود']",31,33,151,164,"[9, 9]"
e5a497bd-7a34-5e7c-910d-8fab2c0cd3bb+9,event-23,anchor,ss-39,"Andimuthu Raja , a former telecommunication minister , is accused of being part of a scheme involving the underselling of cell phone licenses at the height of India &apos;s lucrative telecom boom .",آندومیتو راجا ، وزیر سابق ارتباطات از راه دور ، به عنوان بخشی از یک طرح شامل فروش پایین مجوزهای تلفن همراه در اوج شکوفایی شرکت های مخابراتی پر سود هند شناخته می شود .,underselling,فروش,فروش پایین,فروش پایین,"['فروش', 'پایین']",17,18,77,87,"[18, 18]"
e6111897-b419-5f66-b95b-2286832670b0+0,event-10,patient,ss-12,Norovirus cited in Olive Garden outbreak,نوروویروس ذکر شده در شیوع باغ زیتون,Olive Garden,باغ,باغ زیتون,باغ زیتون,"['باغ', 'زیتون']",5,6,26,35,"[3, 4]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+7,event-17,agent,ss-11,The Investigative Committee said that Ulyukayev had been caught accepting the bribe .,کمیته تحقیق اعلام کرد که اولیویا کوف رشوه را پذیرفته است .,The Investigative Committee,کمیته,کمیته تحقیق,کمیته تحقیق,"['کمیته', 'تحقیق']",0,1,0,11,"[0, 2]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+7,event-17,anchor,ss-32,The Investigative Committee said that Ulyukayev had been caught accepting the bribe .,کمیته تحقیق اعلام کرد که اولیویا کوف رشوه را پذیرفته است .,said,کرد,اعلام کرد,اعلام کرد,"['اعلام', 'کرد']",2,3,12,21,"[3, 3]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+7,event-6,patient,ss-1,The Investigative Committee said that Ulyukayev had been caught accepting the bribe .,کمیته تحقیق اعلام کرد که اولیویا کوف رشوه را پذیرفته است .,Ulyukayev,اولیویا کوف,اولیویا,اولیویا کوف,"['اولیویا', 'کوف']",5,6,25,36,"[5, 5]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+9,event-11,agent,ss-13,"Rosneft declined to comment on the investigation , but said the Bashneft deal complied with Russian laws .",راستوف از اظهار نظر در این باره خودداری کرد اما گفت که معامله با باشرف با قوانین روسیه مطابقت دارد .,Rosneft,روسیه مطابقت دارد .,راستوف,راستوف,['راستوف'],0,0,0,6,"[0, 0]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+9,event-18,agent,ss-13,"Rosneft declined to comment on the investigation , but said the Bashneft deal complied with Russian laws .",راستوف از اظهار نظر در این باره خودداری کرد اما گفت که معامله با باشرف با قوانین روسیه مطابقت دارد .,Rosneft,روسیه مطابقت دارد .,راستوف,راستوف,['راستوف'],0,0,0,6,"[0, 0]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+9,event-19,agent,ss-13,"Rosneft declined to comment on the investigation , but said the Bashneft deal complied with Russian laws .",راستوف از اظهار نظر در این باره خودداری کرد اما گفت که معامله با باشرف با قوانین روسیه مطابقت دارد .,Rosneft,روسیه مطابقت دارد .,راستوف,راستوف,['راستوف'],0,0,0,6,"[0, 0]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+9,event-18,anchor,ss-33,"Rosneft declined to comment on the investigation , but said the Bashneft deal complied with Russian laws .",راستوف از اظهار نظر در این باره خودداری کرد اما گفت که معامله با باشرف با قوانین روسیه مطابقت دارد .,comment,نظر,اظهار نظر,اظهار نظر,"['اظهار', 'نظر']",2,3,10,19,"[3, 3]"
e9558c3b-932c-5c87-85ac-db9f6582c47f+9,event-37,anchor,ss-52,"Rosneft declined to comment on the investigation , but said the Bashneft deal complied with Russian laws .",راستوف از اظهار نظر در این باره خودداری کرد اما گفت که معامله با باشرف با قوانین روسیه مطابقت دارد .,investigation,.,,,[],0,0,0,0,"[6, 6]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+1,event-19,patient,ss-1,"A Victorian man has been charged with making corrupt payments of $ 104,000 to former Ipswich City Council chief executive Carl Wulff and his wife .",یک مرد ویکتوریایی به پرداخت 104000 دلار به مدیر اجرایی شورای شهر اکستر ، کارل وولف و همسرش متهم شده است .,A Victorian man,یک مرد,یک مرد ویکتوریایی,یک مرد ویکتوریایی,"['یک', 'مرد', 'ویکتوریایی']",0,2,0,17,"[0, 2]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+1,event-2,agent,ss-1,"A Victorian man has been charged with making corrupt payments of $ 104,000 to former Ipswich City Council chief executive Carl Wulff and his wife .",یک مرد ویکتوریایی به پرداخت 104000 دلار به مدیر اجرایی شورای شهر اکستر ، کارل وولف و همسرش متهم شده است .,A Victorian man,یک مرد,,یک مرد ویکتوریایی,"['یک', 'مرد', 'ویکتوریایی']",0,2,0,17,"[0, 2]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+1,event-2,anchor,ss-19,"A Victorian man has been charged with making corrupt payments of $ 104,000 to former Ipswich City Council chief executive Carl Wulff and his wife .",یک مرد ویکتوریایی به پرداخت 104000 دلار به مدیر اجرایی شورای شهر اکستر ، کارل وولف و همسرش متهم شده است .,payments,پرداخت,,پرداخت,['پرداخت'],4,4,21,27,"[9, 9]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+1,event-2,patient,ss-10,"A Victorian man has been charged with making corrupt payments of $ 104,000 to former Ipswich City Council chief executive Carl Wulff and his wife .",یک مرد ویکتوریایی به پرداخت 104000 دلار به مدیر اجرایی شورای شهر اکستر ، کارل وولف و همسرش متهم شده است .,former Ipswich City Council chief executive Carl Wulff,، کارل وولف,,مدیر اجرایی شورای شهر اکستر ، کارل وولف,"['مدیر', 'اجرایی', 'شورای', 'شهر', 'اکستر', '،', 'کارل', 'وولف']",8,15,43,82,"[14, 21]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+1,event-2,patient,ss-3,"A Victorian man has been charged with making corrupt payments of $ 104,000 to former Ipswich City Council chief executive Carl Wulff and his wife .",یک مرد ویکتوریایی به پرداخت 104000 دلار به مدیر اجرایی شورای شهر اکستر ، کارل وولف و همسرش متهم شده است .,his wife,همسرش,,همسرش,['همسرش'],17,17,85,90,"[23, 24]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+12,event-12,agent,ss-9,The 11-person council has vowed to fight to stay in power .,شورای ۱۱ نفره تصمیم گرفته تا برای باقی ماندن در قدرت مبارزه کند .,The 11-person council,شورای,شورای ۱۱ نفره,شورای ۱۱ نفره,"['شورای', '۱۱', 'نفره']",0,2,0,13,"[0, 2]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+12,event-34,agent,ss-9,The 11-person council has vowed to fight to stay in power .,شورای ۱۱ نفره تصمیم گرفته تا برای باقی ماندن در قدرت مبارزه کند .,The 11-person council,شورای,شورای ۱۱ نفره,شورای ۱۱ نفره,"['شورای', '۱۱', 'نفره']",0,2,0,13,"[0, 2]"
e9e13860-1bb9-5cfd-bda5-8dd3785e9c74+12,event-34,anchor,ss-51,The 11-person council has vowed to fight to stay in power .,شورای ۱۱ نفره تصمیم گرفته تا برای باقی ماندن در قدرت مبارزه کند .,stay in power,ماندن در قدرت,باقی ماندن در قدرت,باقی ماندن در قدرت,"['باقی', 'ماندن', 'در', 'قدرت']",7,10,34,52,"[8, 10]"
eeb788a4-3b63-554a-b05c-c8774bedee61+5,event-2,patient,ss-19,"Protesters in Sanaa , Yemen , took to the streets Sunday in an act of solidarity with protesters in Tunisia whose actions led to the president of that country fleeing .",معترضان در صنعا ، یمن روز یکشنبه در تظاهراتی با تظاهرکنندگان تونس که اقداماتشان منجر به فرار رئیس جمهور آن کشور شد ، به خیابان ها ریختند .,the president,رئیس جمهور,رئیس‌جمهور,رئیس جمهور,"['رئیس', 'جمهور']",17,18,93,103,"[24, 25]"
fa9f8034-a03d-5a2a-b55c-c52b74ff78bf+3,event-12,patient,ss-14,"The trial , one of three that are underway against Mursi , is part of a relentless government crackdown targeting him and his Muslim Brotherhood movement since his ouster by the army in July .",محاکمه یکی از سه حکمی است که علیه معاصران در حال انجام است و بخشی از سرکوب بی رحمانه دولت است که او و جنبش اخوان المسلمین را از زمان برکناری وی در ماه ژوئیه توسط ارتش مورد هدف قرار داده است .,his Muslim Brotherhood movement,او و جنبش,جنبش اخوان‌المسلمین,جنبش اخوان المسلمین,"['جنبش', 'اخوان', 'المسلمین']",24,26,102,121,"[22, 25]"
fa9f8034-a03d-5a2a-b55c-c52b74ff78bf+3,event-5,agent,ss-4,"The trial , one of three that are underway against Mursi , is part of a relentless government crackdown targeting him and his Muslim Brotherhood movement since his ouster by the army in July .",محاکمه یکی از سه حکمی است که علیه معاصران در حال انجام است و بخشی از سرکوب بی رحمانه دولت است که او و جنبش اخوان المسلمین را از زمان برکناری وی در ماه ژوئیه توسط ارتش مورد هدف قرار داده است .,the army,در ماه ژوئیه توسط,ارتش,ارتش,['ارتش'],36,36,162,166,"[30, 31]"
